Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,267,running,133,60,7
2,1,20,Christopher Bell,Rheem / Smurfit Kappa   (Joe Gibbs),Toyota,267,running,61,52,0
3,6,8,Kyle Busch,Morgan & Morgan   (Richard Childress),Chevrolet,267,running,0,41,0
4,21,6,Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,267,running,38,47,0
5,10,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,267,running,0,41,0
6,12,12,Ryan Blaney,Menards  Tarkett   (Roger Penske),Ford,267,running,0,39,0
7,3,24,William Byron,Relay Payments   (Rick Hendrick),Chevrolet,267,running,1,36,0
8,8,45,Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,267,running,0,38,0
9,4,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,267,running,9,34,0
10,15,11,Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,267,running,23,38,0
11,5,17,Chris Buescher,Travel Centers of America   (Jack Roush),Ford,267,running,0,26,0
12,9,22,Joey Logano,Pennzoil   (Roger Penske),Ford,267,running,0,25,0
13,7,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,267,running,0,25,0
14,13,10,Aric Almirola,IHOP   (Stewart Haas Racing),Ford,267,running,0,23,0
15,36,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,267,running,0,22,0
16,24,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,267,running,0,23,0
17,18,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,267,running,0,20,0
18,16,3,Austin Dillon,BetMGM   (Richard Childress),Chevrolet,267,running,0,19,0
19,28,7,Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,267,running,0,18,0
20,33,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,267,running,0,17,0
21,22,16,A.J. Allmendinger,Nutrien Ag Solutions   (Matthew Kaulig),Chevrolet,267,running,0,16,0
22,20,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,267,running,0,15,0
23,19,2,Austin Cindric,AutoTrader   (Roger Penske),Ford,267,running,0,14,0
24,27,77,Ty Dillon,Gainbridge   (Spire Motorsports),Chevrolet,267,running,0,13,0
25,30,47,Ricky Stenhouse Jr,Smith's/Drumstick   (JTG-Daugherty Racing),Chevrolet,267,running,0,12,0
26,32,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,267,running,0,11,0
27,29,38,Todd Gilliland,Frontline Enterprises INC.   (Bob Jenkins),Ford,266,running,0,10,0
28,23,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,266,running,0,9,0
29,26,51,J.J. Yeley,ConectUS   (Rick Ware),Ford,266,running,2,0,0
30,34,15,Brennan Poole,Macc Door Systems   (Rick Ware),Ford,266,running,0,0,0
31,31,78,B.J. McLeod,BretBaier.com   (B.J. McLeod),Chevrolet,266,running,0,0,0
32,35,9,Chase Elliott,Llumar   (Rick Hendrick),Chevrolet,266,running,0,5,0
33,17,14,Chase Briscoe,CODE 3 ASSOCIATES   (Stewart Haas Racing),Ford,263,running,0,4,0
34,11,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,259,running,0,3,0
35,14,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,144,crash,0,2,0
36,25,42,Carson Hocevar,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,110,crash,0,0,0
