driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Kyle Larson,2,2,1,1,21,2,11,62,51,40,64.5,67,266,99.6,133,49.8,267,146.5
Christopher Bell,1,4,2,1,9,3,6,33,27,33,100.0,39,267,100.0,61,22.8,267,126.0
Kyle Busch,6,9,3,3,23,8,6,90,84,74,82.2,3,265,99.3,0,0.0,267,102.1
Brad Keselowski,21,1,4,1,34,7,3,82,79,38,46.3,18,225,84.3,38,14.2,267,112.0
Ross Chastain,10,8,5,2,35,11,-1,105,106,63,60.0,15,202,75.7,0,0.0,267,99.0
Ryan Blaney,12,7,6,4,25,7,23,80,57,74,92.5,13,262,98.1,0,0.0,267,106.3
William Byron,3,3,7,1,15,6,1,65,64,60,92.3,3,267,100.0,1,0.4,267,107.8
Tyler Reddick,8,12,8,3,25,9,-1,72,73,61,84.7,0,260,97.4,0,0.0,267,91.8
Martin Truex Jr,4,11,9,1,22,10,-6,107,113,60,56.1,23,205,76.8,9,3.4,267,90.3
Denny Hamlin,15,5,10,1,18,7,10,80,70,72,90.0,17,265,99.3,23,8.6,267,102.4
Chris Buescher,5,6,11,3,27,11,0,95,95,69,72.6,1,209,78.3,0,0.0,267,84.2
Joey Logano,9,15,12,3,27,12,-19,82,101,65,79.3,1,240,89.9,0,0.0,267,80.7
Bubba Wallace,7,13,13,7,29,14,5,111,106,54,48.6,0,175,65.5,0,0.0,267,76.2
Aric Almirola,13,16,14,9,28,14,-9,75,84,55,73.3,1,207,77.5,0,0.0,267,75.2
Daniel Suarez,36,21,15,12,36,22,37,136,99,16,11.8,0,54,20.2,0,0.0,267,65.3
Kevin Harvick,24,14,16,5,29,14,8,112,104,88,78.6,2,215,80.5,0,0.0,267,74.3
Michael McDowell,18,22,17,6,29,18,-24,100,124,8,8.0,0,40,15.0,0,0.0,267,67.0
Austin Dillon,16,17,18,8,36,21,4,126,122,9,7.1,0,9,3.4,0,0.0,267,63.0
Corey LaJoie,28,24,19,5,35,24,8,118,110,3,2.5,0,6,2.2,0,0.0,267,54.3
Harrison Burton,33,30,20,16,35,26,-4,140,144,0,0.0,0,0,0.0,0,0.0,267,42.8
A.J. Allmendinger,22,28,21,11,35,24,-2,120,122,0,0.0,0,4,1.5,0,0.0,267,59.2
Justin Haley,20,23,22,6,34,24,-17,112,129,6,5.4,0,14,5.2,0,0.0,267,51.0
Austin Cindric,19,19,23,11,36,24,1,134,133,0,0.0,0,4,1.5,0,0.0,267,55.0
Ty Dillon,27,27,24,13,34,26,2,117,115,0,0.0,2,2,0.7,0,0.0,267,44.8
Ricky Stenhouse Jr,30,18,25,4,33,24,4,167,163,5,3.0,0,8,3.0,0,0.0,267,49.5
Ryan Preece,32,26,26,9,36,24,-6,111,117,0,0.0,1,3,1.1,0,0.0,267,46.7
Todd Gilliland,29,31,27,3,35,30,-15,84,99,5,6.0,0,5,1.9,0,0.0,266,34.8
Erik Jones,23,25,28,13,36,25,16,112,96,2,1.8,1,11,4.1,0,0.0,266,46.7
J.J. Yeley,26,33,29,1,35,30,-10,84,94,8,9.5,0,14,5.3,2,0.8,266,31.3
Brennan Poole,34,35,30,3,36,32,-3,78,81,7,9.0,1,10,3.8,0,0.0,266,29.1
B.J. McLeod,31,34,31,22,36,34,-2,39,41,0,0.0,0,0,0.0,0,0.0,266,26.5
Chase Elliott,35,29,32,5,36,27,-4,168,172,4,2.4,0,3,1.1,0,0.0,266,35.5
Chase Briscoe,17,32,33,1,34,28,-11,115,126,1,0.9,0,0,0.0,0,0.0,263,34.7
Ty Gibbs,11,20,34,3,34,18,-26,93,119,41,44.1,8,142,54.8,0,0.0,259,61.6
Alex Bowman,14,10,35,3,19,22,10,73,63,57,78.1,7,137,95.1,0,0.0,144,79.2
Carson Hocevar,25,36,36,9,27,29,3,71,68,10,14.1,0,9,8.2,0,0.0,110,43.7
