Rank,Driver,Wins,Points
1,Tyler Reddick,2,814
2,Chase Elliott,1,804
3,Kyle Larson,4,782
4,Ryan Blaney,2,732
5,William Byron,3,728
6,Denny Hamlin,3,711
7,Christopher Bell,3,703
8,Martin Truex Jr,0,682
9,Brad Keselowski,1,677
10,Ty Gibbs,0,644
11,Alex Bowman,1,627
12,Chris Buescher,0,621
13,Ross Chastain,0,606
14,Bubba Wallace,0,605
15,Joey Logano,1,561
16,Daniel Suarez,1,526
