Leader,From Lap,To Lap,# Of Laps
Kevin Harvick,1,12,12
Ross Chastain,13,13,1
Kevin Harvick,14,42,29
Joey Logano,43,52,10
Kyle Larson,53,56,4
Kevin Harvick,57,84,28
Kyle Larson,85,85,1
William Byron,86,86,1
Joey Logano,87,87,1
Jimmie Johnson,88,91,4
Paul Menard,92,92,1
Kevin Harvick,93,111,19
Ryan Blaney,112,130,19
Kevin Harvick,131,160,30
