Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,9,18,Kyle Busch,M&M's Mix   (Joe Gibbs),Toyota,267,running,20,59,6
2,4,4,Kevin Harvick,Busch Light For The Farmers   (Stewart Haas Racing),Ford,267,running,0,40,0
3,1,2,Brad Keselowski,Verizon 5G   (Roger Penske),Ford,267,running,72,48,0
4,5,21,Matt DiBenedetto,Dickies / Menards   (Wood Brothers),Ford,267,running,0,33,0
5,17,9,Chase Elliott,UniFirst   (Rick Hendrick),Chevrolet,267,running,0,43,0
6,15,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,267,running,0,35,0
7,11,8,Tyler Reddick,Childress Vineyards   (Richard Childress),Chevrolet,267,running,0,41,0
8,16,17,Chris Buescher,Auto Tempest   (Jack Roush),Ford,267,running,13,29,0
9,2,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,267,running,0,34,0
10,6,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,267,running,0,27,0
11,21,99,Daniel Suarez,Camping World   (Trackhouse Racing),Chevrolet,267,running,0,26,0
12,20,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,267,running,7,35,0
13,3,34,Michael McDowell,CarParts.com   (Bob Jenkins),Ford,267,running,0,24,0
14,24,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,267,running,0,23,0
15,28,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,267,running,0,22,0
16,14,6,Ryan Newman,Hy-Vee   (Jack Roush),Ford,267,running,0,21,0
17,29,22,Joey Logano,AAA Insurance   (Roger Penske),Ford,267,running,0,20,0
18,25,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,267,running,0,19,0
19,32,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,267,running,132,37,1
20,19,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,267,running,0,17,0
21,7,12,Ryan Blaney,Menards / Moen   (Roger Penske),Ford,267,running,0,24,0
22,38,33,Austin Cindric,Money Lion   (Roger Penske),Ford,267,running,0,0,0
23,22,38,Anthony Alfredo,Dude Wipes   (Bob Jenkins),Ford,266,running,0,14,0
24,10,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,266,running,0,13,0
25,27,43,Erik Jones,Black Entrepreneur Initiative   (Richard Petty Motorsports),Chevrolet,266,running,0,12,0
26,13,23,Bubba Wallace,Dr. Pepper Zero Sugar   (23XI Racing),Toyota,266,running,0,11,0
27,26,7,Corey LaJoie,Nations Guard   (Spire Motorsports),Chevrolet,265,running,0,10,0
28,8,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,265,running,0,12,0
29,18,10,Aric Almirola,Smithfield / Price Chopper   (Stewart Haas Racing),Ford,264,running,0,8,0
30,31,77,Justin Haley,NASCAR Trucks at Knoxville   (Spire Motorsports),Chevrolet,263,running,0,0,0
31,30,78,B.J. McLeod,Celsius   (B.J. McLeod),Ford,260,running,0,0,0
32,12,37,Ryan Preece,Nature Valley   (JTG-Daugherty Racing),Chevrolet,259,crash,0,5,0
33,36,53,Garrett Smithley,Smart Sanitizer   (Rick Ware),Chevrolet,259,running,0,0,0
34,23,47,Ricky Stenhouse Jr,Kroger / Energizer   (JTG-Daugherty Racing),Chevrolet,258,crash,23,3,0
35,35,15,Joey Gase,Explore Branson   (Rick Ware),Chevrolet,258,running,0,0,0
36,33,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,257,running,0,0,0
37,34,00,Quin Houff,8 Ball Chocolate Whiskey   (StarCom Racing),Chevrolet,256,running,0,1,0
38,39,55,Matt Mills,Siebert Electric / J.F. Electric   (B.J. McLeod),Ford,255,running,0,0,0
39,37,52,Josh Bilicki,RBR Aviation   (Rick Ware),Ford,250,running,0,1,0
