Rank,Driver,Wins,Points
1,Martin Truex Jr,2,394
2,William Byron,1,385
3,Joey Logano,1,373
4,Ryan Blaney,1,370
5,Brad Keselowski,1,366
6,Kyle Larson,1,337
7,Kyle Busch,1,330
8,Christopher Bell,1,292
9,Michael McDowell,1,268
10,Alex Bowman,1,260
11,Denny Hamlin,0,481
12,Chase Elliott,0,349
13,Kevin Harvick,0,348
14,Austin Dillon,0,295
15,Chris Buescher,0,258
16,Matt DiBenedetto,0,250
