driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Kyle Busch,1,2,1,1,6,2,5,23,18,23,100.0,67,243,100.0,121,49.8,243,139.7
Denny Hamlin,3,3,2,2,7,3,6,26,20,26,100.0,33,243,100.0,0,0.0,243,115.9
Joey Logano,6,5,3,2,21,6,4,36,32,36,100.0,0,239,98.4,0,0.0,243,100.7
Kyle Larson,22,13,4,1,32,15,-2,44,46,17,38.6,2,146,60.1,5,2.1,243,77.7
Martin Truex Jr,5,7,5,2,32,10,22,78,56,41,52.6,6,194,79.8,0,0.0,243,93.1
Ryan Blaney,2,1,6,1,18,3,1,25,24,25,100.0,32,240,98.8,83,34.2,243,121.5
Daniel Suarez,13,6,7,5,24,7,12,30,18,29,96.7,0,239,98.4,0,0.0,243,96.7
William Byron,7,4,8,1,22,7,8,49,41,43,87.8,18,233,95.9,30,12.3,243,108.9
Michael McDowell,21,25,9,4,33,18,7,53,46,22,41.5,0,102,42.0,0,0.0,243,65.8
Kevin Harvick,4,9,10,3,22,8,0,50,50,48,96.0,2,239,98.4,0,0.0,243,90.4
Christopher Bell,17,22,11,6,31,18,40,95,55,24,25.3,1,93,38.3,0,0.0,243,71.1
Chris Buescher,27,17,12,9,31,20,-3,71,74,13,18.3,0,53,21.8,0,0.0,243,62.3
Austin Cindric,10,21,13,5,32,17,-3,69,72,18,26.1,0,106,43.6,0,0.0,243,64.3
A.J. Allmendinger,11,14,14,3,30,16,-9,51,60,12,23.5,0,149,61.3,0,0.0,243,70.8
Todd Gilliland,28,29,15,12,30,24,-27,54,81,10,18.5,0,27,11.1,0,0.0,243,47.7
Justin Haley,23,20,16,15,32,24,10,101,91,1,1.0,0,0,0.0,0,0.0,243,57.3
Ryan Preece,29,26,17,9,32,24,12,88,76,1,1.1,0,3,1.2,0,0.0,243,51.8
Erik Jones,31,19,18,16,34,23,20,82,62,0,0.0,0,0,0.0,0,0.0,243,64.2
Aric Almirola,24,18,19,12,28,20,-2,50,52,4,8.0,0,11,4.5,0,0.0,243,60.7
Ty Gibbs,15,27,20,7,31,18,-6,55,61,9,16.4,0,99,40.7,0,0.0,243,66.3
Corey LaJoie,30,24,21,21,36,27,-14,82,96,0,0.0,0,0,0.0,0,0.0,243,47.0
Ross Chastain,8,10,22,7,25,13,-13,43,56,18,41.9,2,146,60.1,0,0.0,243,79.7
Harrison Burton,14,23,23,10,29,20,-21,68,89,7,10.3,0,62,25.5,0,0.0,243,52.2
J.J. Yeley,36,31,24,1,36,30,-5,45,50,0,0.0,0,1,0.4,0,0.0,243,48.0
Ty Dillon,33,30,25,20,36,30,-19,55,74,0,0.0,0,0,0.0,0,0.0,243,40.2
Alex Bowman,18,11,26,5,28,14,-13,44,57,29,65.9,0,165,67.9,0,0.0,243,73.3
B.J. McLeod,34,32,27,6,35,32,-7,15,22,0,0.0,0,2,0.8,0,0.0,243,33.8
Brad Keselowski,19,34,28,18,36,31,-16,17,33,0,0.0,0,0,0.0,0,0.0,243,36.5
Gray Gaulding,35,33,29,28,36,33,-8,7,15,0,0.0,0,0,0.0,0,0.0,242,28.8
Bubba Wallace,20,15,30,4,29,15,6,54,48,39,72.2,0,155,65.7,0,0.0,236,68.0
Austin Dillon,16,16,31,10,31,17,-2,38,40,27,71.1,0,117,52.5,0,0.0,223,70.5
Ricky Stenhouse Jr,12,8,32,4,30,12,3,32,29,30,93.8,0,218,99.5,0,0.0,219,82.7
Noah Gragson,32,28,33,13,32,28,-6,52,58,0,0.0,0,2,1.0,0,0.0,197,52.2
Chase Briscoe,25,35,34,11,35,29,3,21,18,0,0.0,1,1,0.5,0,0.0,193,46.0
Tyler Reddick,9,12,35,1,36,20,13,52,39,20,38.5,0,116,66.7,4,2.3,174,76.0
Carson Hocevar,26,36,36,15,35,31,2,23,21,0,0.0,0,1,1.1,0,0.0,91,35.7
