Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,8,Kyle Busch,3CHI   (Richard Childress),Chevrolet,243,running,121,59,6
2,3,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,243,running,0,51,0
3,6,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,243,running,0,44,0
4,22,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,243,running,5,34,0
5,5,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,243,running,0,39,0
6,2,12,Ryan Blaney,MenardsRichmond Water Heaters   (Roger Penske),Ford,243,running,83,50,1
7,13,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,243,running,0,37,0
8,7,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,243,running,30,40,0
9,21,34,Michael McDowell,Fr8Auctions.com   (Bob Jenkins),Ford,243,running,0,28,0
10,4,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,243,running,0,35,0
11,17,20,Christopher Bell,DeWalt Construction Technology   (Joe Gibbs),Toyota,243,running,0,26,0
12,27,17,Chris Buescher,Fastenal   (Jack Roush),Ford,243,running,0,25,0
13,10,2,Austin Cindric,Freightliner   (Roger Penske),Ford,243,running,0,26,0
14,11,16,A.J. Allmendinger,Farmsmart   (Matthew Kaulig),Chevrolet,243,running,0,23,0
15,28,38,Todd Gilliland,Serial 1 E-Bikes   (Bob Jenkins),Ford,243,running,0,22,0
16,23,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,243,running,0,21,0
17,29,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,243,running,0,20,0
18,31,43,Erik Jones,Bommarito.com   (Legacy Motor Club),Chevrolet,243,running,0,19,0
19,24,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,243,running,0,18,0
20,15,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,243,running,0,17,0
21,30,9,Corey LaJoie,NAPA Auto Parts   (Rick Hendrick),Chevrolet,243,running,0,16,0
22,8,1,Ross Chastain,Moose Fraternity   (Trackhouse Racing),Chevrolet,243,running,0,20,0
23,14,21,Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,243,running,0,14,0
24,36,51,J.J. Yeley,Biohaven/Jacob Co.   (Rick Ware),Ford,243,running,0,0,0
25,33,77,Ty Dillon,Nations Guard   (Spire Motorsports),Chevrolet,243,running,0,12,0
26,18,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,243,running,0,11,0
27,34,78,B.J. McLeod,Circle B Diecast   (B.J. McLeod),Chevrolet,243,running,0,10,0
28,19,6,Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,243,running,0,9,0
29,35,15,Gray Gaulding,Panini America   (Rick Ware),Ford,242,running,0,0,0
30,20,23,Bubba Wallace,Leidos   (23XI Racing),Toyota,236,crash,0,7,0
31,16,3,Austin Dillon,Get Bioethanol   (Richard Childress),Chevrolet,223,crash,0,6,0
32,12,47,Ricky Stenhouse Jr,NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,219,crash,0,10,0
33,32,42,Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,197,crash,0,4,0
34,25,14,Chase Briscoe,Ford Performance Racing School   (Stewart Haas Racing),Ford,193,running,0,3,0
35,9,45,Tyler Reddick,McDonald's   (23XI Racing),Toyota,174,crash,4,2,0
36,26,7,Carson Hocevar,Schluter Systems   (Spire Motorsports),Chevrolet,91,crash,0,0,0
