Leader,From Lap,To Lap,# Of Laps
Ryan Blaney,1,1,1
Kyle Busch,2,60,59
Ryan Blaney,61,98,38
Kyle Busch,99,99,1
Ryan Blaney,100,143,44
Kyle Busch,144,144,1
Tyler Reddick,145,148,4
William Byron,149,178,30
Kyle Larson,179,183,5
Kyle Busch,184,243,60
