Leader,From Lap,To Lap,# Of Laps
"Martin Truex, Jr.",1,95,95
Joey Logano,96,120,25
"Martin Truex, Jr.",121,188,68
Harrison Burton,189,191,3
Chase Briscoe,192,197,6
"Martin Truex, Jr.",198,206,9
Kurt Busch,207,246,40
Chase Elliott,247,259,13
Christopher Bell,260,301,42
