Rank,Driver,Wins,Points
1,Chase Elliott,3,734
2,Ross Chastain,2,667
3,Joey Logano,2,582
4,William Byron,2,536
5,Denny Hamlin,2,441
6,Kyle Larson,1,616
7,Kyle Busch,1,594
8,Christopher Bell,1,570
9,Alex Bowman,1,510
10,Austin Cindric,1,489
11,Kurt Busch,1,485
12,Daniel Suarez,1,479
13,Tyler Reddick,1,474
14,Chase Briscoe,1,465
15,Ryan Blaney,0,656
16,Martin Truex Jr,0,619
