driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Christopher Bell,5,11,1,1,14,7,13,59,46,58,98.3,28,301,100.0,42,14.0,301,115.9
Chase Elliott,2,7,2,1,23,5,28,58,30,49,84.5,30,294,97.7,13,4.3,301,121.3
Bubba Wallace,4,9,3,2,23,6,13,53,40,47,88.7,10,297,98.7,0,0.0,301,106.9
Martin Truex Jr,1,1,4,1,11,3,6,21,15,21,100.0,48,301,100.0,172,57.1,301,136.9
Kevin Harvick,10,4,5,2,11,5,12,34,22,32,94.1,34,301,100.0,0,0.0,301,114.3
Denny Hamlin,14,22,6,5,24,12,26,83,57,56,67.5,5,253,84.1,0,0.0,301,91.0
Brad Keselowski,9,23,7,7,26,14,0,65,65,33,50.8,0,204,67.8,0,0.0,301,84.5
Ross Chastain,18,10,8,5,21,13,6,75,69,63,84.0,3,263,87.4,0,0.0,301,86.6
Daniel Suarez,19,2,9,2,26,17,-1,60,61,17,28.3,7,72,23.9,0,0.0,301,76.7
Kurt Busch,3,5,10,1,27,6,-3,55,58,34,61.8,22,277,92.0,40,13.3,301,110.1
William Byron,6,14,11,4,22,10,0,66,66,60,90.9,4,290,96.3,0,0.0,301,88.3
Kyle Busch,17,13,12,3,28,15,0,56,56,26,46.4,1,129,42.9,0,0.0,301,77.2
Austin Cindric,28,8,13,1,29,17,13,62,49,22,35.5,2,133,44.2,0,0.0,301,75.6
Kyle Larson,8,6,14,2,21,7,3,52,49,51,98.1,19,297,99.0,0,0.0,300,92.7
Chase Briscoe,29,20,15,1,31,18,0,58,58,14,24.1,5,127,42.3,6,2.0,300,64.9
A.J. Allmendinger,20,19,16,14,27,18,3,70,67,11,15.7,0,48,16.0,0,0.0,300,67.8
Chris Buescher,16,12,17,2,26,15,-27,45,72,23,51.1,2,106,35.3,0,0.0,300,68.1
Ryan Blaney,11,26,18,9,26,17,1,61,60,31,50.8,0,104,34.7,0,0.0,300,62.5
Erik Jones,22,18,19,9,24,19,-12,60,72,13,21.7,0,41,13.7,0,0.0,300,56.5
Justin Haley,25,25,20,18,31,26,-8,39,47,0,0.0,0,0,0.0,0,0.0,300,48.7
Tyler Reddick,13,21,21,10,29,18,37,89,52,33,37.1,0,121,40.3,0,0.0,300,62.0
Ricky Stenhouse Jr,24,28,22,12,30,23,-6,49,55,5,10.2,0,1,0.3,0,0.0,300,52.0
Austin Dillon,30,17,23,12,31,25,7,69,62,0,0.0,9,2,0.7,0,0.0,300,52.2
Joey Logano,12,3,24,1,26,6,-22,22,44,21,95.5,7,297,99.0,25,8.3,300,94.0
Todd Gilliland,26,24,25,12,31,28,-5,33,38,0,0.0,0,2,0.7,0,0.0,300,42.2
Harrison Burton,31,27,26,1,31,23,3,48,45,5,10.4,0,24,8.0,3,1.0,300,48.3
Cole Custer,23,15,27,2,28,17,-37,55,92,8,14.5,1,88,29.3,0,0.0,300,65.1
Michael McDowell,15,29,28,15,31,27,-17,31,48,0,0.0,0,0,0.0,0,0.0,299,41.0
J.J. Yeley,33,30,29,14,35,29,-8,15,23,0,0.0,0,1,0.3,0,0.0,299,36.7
Cody Ware,36,31,30,30,36,31,0,1,1,0,0.0,0,0,0.0,0,0.0,297,34.3
Aric Almirola,7,16,31,5,31,20,-19,20,39,19,95.0,2,141,50.0,0,0.0,282,65.0
Corey LaJoie,21,32,32,16,26,29,-3,15,18,0,0.0,0,0,0.0,0,0.0,88,39.5
Ty Dillon,35,33,33,31,35,33,5,9,4,0,0.0,0,0,0.0,0,0.0,5,30.2
Josh Bilicki,34,34,34,33,35,34,-2,3,5,0,0.0,0,0,0.0,0,0.0,5,26.7
Alex Bowman,27,35,35,27,32,35,-4,2,6,0,0.0,0,0,0.0,0,0.0,4,26.0
B.J. McLeod,32,36,36,32,34,36,-2,3,5,0,0.0,0,0,0.0,0,0.0,4,25.7
