Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,5,20,Christopher Bell,Rheem/ Watts   (Joe Gibbs),Toyota,301,running,42,47,5
2,2,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,301,running,13,50,0
3,4,23,Bubba Wallace,DraftKings   (23XI Racing),Toyota,301,running,0,44,0
4,1,19,Martin Truex Jr,Interstate Batteries   (Joe Gibbs),Toyota,301,running,172,53,2
5,10,4,Kevin Harvick,Gearwrench   (Stewart Haas Racing),Ford,301,running,0,47,0
6,14,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,301,running,0,32,0
7,9,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,301,running,0,30,0
8,18,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,301,running,0,33,0
9,19,99,Daniel Suarez,SLAM!   (Trackhouse Racing),Chevrolet,301,running,0,28,0
10,3,45,Kurt Busch,SiriusXM Radio   (23XI Racing),Toyota,301,running,40,36,0
11,6,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,301,running,0,31,0
12,17,18,Kyle Busch,DEWALT   (Joe Gibbs),Toyota,301,running,0,25,0
13,28,2,Austin Cindric,AutoTrader   (Roger Penske),Ford,301,running,0,24,0
14,8,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,300,running,0,37,0
15,29,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,300,running,6,22,0
16,20,16,A.J. Allmendinger,Gold Fish Casino Slots   (Matthew Kaulig),Chevrolet,300,running,0,0,0
17,16,17,Chris Buescher,Fastenal   (Jack Roush),Ford,300,running,0,20,0
18,11,12,Ryan Blaney,Menards  Libman   (Roger Penske),Ford,300,running,0,19,0
19,22,43,Erik Jones,FOCUSfactor   (Petty GMS Motorsports),Chevrolet,300,running,0,18,0
20,25,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,300,running,0,17,0
21,13,8,Tyler Reddick,Guaranteed Rate   (Richard Childress),Chevrolet,300,running,0,16,0
22,24,47,Ricky Stenhouse Jr,Kroger/ Minute Rice   (JTG-Daugherty Racing),Chevrolet,300,running,0,15,0
23,30,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,300,running,0,14,0
24,12,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,300,running,25,20,0
25,26,38,Todd Gilliland,Chicago Pneumatic Compressors   (Bob Jenkins),Ford,300,running,0,12,0
26,31,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,300,running,3,11,0
27,23,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,300,running,0,10,0
28,15,34,Michael McDowell,FloRacing   (Bob Jenkins),Ford,299,running,0,9,0
29,33,15,J.J. Yeley,Adirondack Tree Surgeons   (Rick Ware),Ford,299,running,0,0,0
30,36,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,297,running,0,7,0
31,7,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,282,running,0,9,0
32,21,7,Corey LaJoie,Built.com   (Spire Motorsports),Chevrolet,88,crash,0,5,0
33,35,42,Ty Dillon,Allegiant   (Petty GMS Motorsports),Chevrolet,5,crash,0,4,0
34,34,77,Josh Bilicki,Zeigler Auto / Ditec Marine   (Spire Motorsports),Chevrolet,5,crash,0,0,0
35,27,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,4,crash,0,2,0
36,32,78,B.J. McLeod,MyMochi Ice Cream   (B.J. McLeod),Ford,4,crash,0,0,0
