Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,18,Kyle Busch,M&M's Hazelnut Spread   (Joe Gibbs),Toyota,160,running,79,40,5
2,5,2,Brad Keselowski,Wabash National / Supreme   (Roger Penske),Ford,160,running,4,50,0
3,4,20,Erik Jones,DeWalt   (Joe Gibbs),Toyota,160,running,0,34,0
4,12,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,160,running,2,33,0
5,3,14,Clint Bowyer,Haas Automation   (Stewart Haas Racing),Ford,160,running,2,32,0
6,6,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,160,running,1,31,0
7,16,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,160,running,0,42,0
8,9,41,Daniel Suarez,Haas Demo Day 2019   (Stewart Haas Racing),Ford,160,running,9,34,0
9,1,24,William Byron,Hendrick Autoguard   (Rick Hendrick),Chevrolet,160,running,25,45,0
10,13,10,Aric Almirola,Valley Technical Academy   (Stewart Haas Racing),Ford,160,running,0,33,0
11,21,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,160,running,0,31,0
12,17,12,Ryan Blaney,Menards / Libman   (Roger Penske),Ford,160,running,0,30,0
13,23,8,Daniel Hemric,Kalahari Resorts & Conventions   (Richard Childress),Chevrolet,160,running,3,26,0
14,24,37,Chris Buescher,Kroger - Thrill of the Grill   (JTG-Daugherty Racing),Chevrolet,160,running,0,26,0
15,15,88,Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,160,running,0,22,0
16,19,6,Ryan Newman,Wyndham Rewards   (Jack Roush),Ford,160,running,0,27,0
17,22,95,Matt DiBenedetto,Toyota Express Maintenance   (Leavine Family Racing),Toyota,160,running,0,20,0
18,14,21,Paul Menard,Motorcraft / Quick Lane Tire & Auto Center   (Wood Brothers),Ford,160,running,0,20,0
19,8,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,160,running,0,18,0
20,28,34,Michael McDowell,Dockside Logistics   (Bob Jenkins),Ford,160,running,0,17,0
21,26,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,160,running,0,20,0
22,11,4,Kevin Harvick,Busch Light Father's Day   (Stewart Haas Racing),Ford,159,running,0,22,0
23,29,47,Ryan Preece,Kroger / Viva / Scott Products   (JTG-Daugherty Racing),Chevrolet,159,running,0,14,0
24,32,15,Ross Chastain,Low-T Center   (Jay Robinson),Chevrolet,159,running,0,0,0
25,34,51,Bayley Currey,Jacob Companies P-40 Warhawk   (Rick Ware),Ford,159,running,0,0,0
26,7,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,159,running,35,31,2
27,25,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,158,running,0,10,0
28,35,27,Reed Sorenson,VIPRacingExperience.com   (Jay Robinson),Chevrolet,157,running,0,9,0
29,36,77,Quin Houff,Aire Shelta North America   (Spire Motorsports),Chevrolet,157,running,0,8,0
30,27,38,David Ragan,ExploriaResorts.com   (Bob Jenkins),Ford,156,running,0,7,0
31,31,00,Landon Cassill,Madison Group   (StarCom Racing),Chevrolet,154,running,0,0,0
32,18,17,Ricky Stenhouse Jr,Fastenal / Master Lock   (Jack Roush),Ford,146,crash,0,5,0
33,30,36,Matt Tifft,Surface Sunscreen / Surfacecorp.com   (Bob Jenkins),Ford,128,running,0,4,0
34,37,52,J.J. Yeley,Steakhouse Elite / Weis Markets   (Rick Ware),Chevrolet,110,running,0,3,0
35,20,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats   (Joe Gibbs),Toyota,91,engine,0,4,0
36,33,32,Corey LaJoie,Visone RV / Wildcat Adventures Off Road Park   (Archie St. Hilaire),Ford,68,crash,0,1,0
37,10,3,Austin Dillon,Dow   (Richard Childress),Chevrolet,28,crash,0,1,0
