Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,500,running,226,57,5
2,9,18,Kyle Busch,Skittles   (Joe Gibbs),Toyota,500,running,159,54,1
3,20,20,Erik Jones,Auto-Owners Insurance   (Joe Gibbs),Toyota,500,running,0,36,0
4,17,8,Tyler Reddick,Childress Vineyards   (Richard Childress),Chevrolet,500,running,0,33,0
5,10,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,500,running,1,36,0
6,11,14,Clint Bowyer,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,500,running,0,34,0
7,6,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,499,running,23,48,1
8,23,17,Chris Buescher,Fastenal / Honeywell   (Jack Roush),Ford,499,running,0,29,0
9,22,37,Ryan Preece,Bush's Beans   (JTG-Daugherty Racing),Chevrolet,499,running,0,28,0
10,26,34,Michael McDowell,Love's Travel Stops / Delo   (Bob Jenkins),Ford,498,running,0,27,0
11,2,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,498,running,0,35,0
12,5,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,498,running,0,26,0
13,14,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,498,running,0,24,0
14,19,42,Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,498,running,0,23,0
15,13,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,498,running,0,33,0
16,8,88,Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,498,running,0,33,0
17,24,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,498,running,0,20,0
18,28,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,497,running,0,19,0
19,16,21,Matt DiBenedetto,Menards / Dutch Boy   (Wood Brothers),Ford,497,running,7,18,0
20,31,38,John H. Nemechek,Mystik Michigan   (Bob Jenkins),Ford,497,running,0,17,0
21,7,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,497,running,1,16,0
22,27,43,Bubba Wallace,Cash App   (Richard Petty Motorsports),Chevrolet,497,running,0,16,0
23,12,41,Cole Custer,HaasTooling.com / Autodesk Fusion 360   (Stewart Haas Racing),Ford,497,running,0,14,0
24,3,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,496,running,0,13,0
25,25,6,Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,496,running,0,12,0
26,29,96,Daniel Suarez,Toyota Genuine Parts & Service   (Gaunt Brothers),Toyota,495,running,0,11,0
27,37,27,Gray Gaulding,Panini America   (Rick Ware),Ford,488,running,0,0,0
28,18,95,Christopher Bell,Rheem / Procore   (Leavine Family Racing),Toyota,487,running,1,15,0
29,33,00,Quin Houff,Boss Hoss Cycles   (StarCom Racing),Chevrolet,483,running,0,8,0
30,32,15,J.J. Yeley,Thriv5   (Rick Ware),Chevrolet,479,running,0,0,0
31,36,51,Joey Gase,Bare Arms Gear   (Rick Ware),Ford,463,running,0,0,0
32,40,78,Garrett Smithley,Major Appliance HQ   (B.J. McLeod),Chevrolet,436,running,0,0,0
33,30,32,Corey LaJoie,Schluter Systems   (Archie St. Hilaire),Ford,419,steering,0,4,0
34,1,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,412,running,82,7,0
35,35,53,James Davison,Racing For Heroes / Cruz   (Rick Ware),Chevrolet,401,crash,0,2,0
36,34,77,Reed Sorenson,BetterForYorHealth.com   (Spire Motorsports),Chevrolet,317,electrical,0,1,0
37,38,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,313,steering,0,0,0
38,15,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,232,crash,0,4,0
39,39,7,Josh Bilicki,"Insurance King   (Tommy Baldwin, Jr.)",Chevrolet,53,fuel pump,0,0,0
40,21,47,Ricky Stenhouse Jr,Kroger / Energizer / Tyson / Hungry Jack   (JTG-Daugherty Racing),Chevrolet,28,crash,0,1,0
