Leader,From Lap,To Lap,# Of Laps
Brad Keselowski,1,17,17
Kevin Harvick,18,34,17
Brad Keselowski,35,35,1
Matt DiBenedetto,36,42,7
Brad Keselowski,43,106,64
Chase Elliott,107,129,23
Christopher Bell,130,130,1
Kyle Busch,131,236,106
Denny Hamlin,237,237,1
Kyle Busch,238,280,43
Kevin Harvick,281,411,131
Aric Almirola,412,412,1
Kevin Harvick,413,458,46
Kyle Busch,459,468,10
Kevin Harvick,469,500,32
