Leader,From Lap,To Lap,# Of Laps
Denny Hamlin,1,1,1
Kyle Busch,2,2,1
Denny Hamlin,3,9,7
"Martin Truex, Jr.",10,12,3
Chase Elliott,13,16,4
Joey Logano,17,17,1
Denny Hamlin,18,21,4
"Martin Truex, Jr.",22,27,6
Denny Hamlin,28,31,4
Chase Elliott,32,48,17
"Martin Truex, Jr.",49,49,1
Kaz Grala,50,52,3
Chase Elliott,53,65,13
