Leader,From Lap,To Lap,# Of Laps
Clint Bowyer,1,10,10
Alex Bowman,11,29,19
"Ricky Stenhouse, Jr.",30,35,6
Alex Bowman,36,63,28
Jimmie Johnson,64,68,5
Ryan Blaney,69,70,2
Jimmie Johnson,71,71,1
Ryan Blaney,72,91,20
William Byron,92,92,1
Ryan Blaney,93,123,31
Jimmie Johnson,124,127,4
Ryan Blaney,128,128,1
Alex Bowman,129,129,1
"Martin Truex, Jr.",130,132,3
Alex Bowman,133,160,28
Brad Keselowski,161,166,6
Alex Bowman,167,200,34
